date_end,date_start,pollster,sponsor,population,n,dem,rep,value,partisan,internal,poll_id,source_url
2026-06-22,2026-06-18,Echelon Insights,,LV,1003,51.0,45.0,6.0,,,genconechc98db130,https://echeloninsights.com/insights/june-2026-america-250-verified-voter-omnibus
2026-06-22,2026-06-18,Ipsos,,RV,978,41.0,36.0,5.0,,,genconips46ba18f1,https://www.reuters.com/data/trumps-approval-rating-2025-01-21/
2026-06-22,2026-06-19,Morning Consult,,RV,,46.0,42.0,4.0,,,genconmor6c6e87b1,https://pro-assets.morningconsult.com/wp-uploads/2026/06/MCPI-PI-Weekly_260622.html
2026-06-22,2026-06-17,Verasight,Strength in Numbers,RV,1896,50.0,43.0,7.0,,,genconver13f348b3,https://www.gelliottmorris.com/p/poll
2026-06-22,2026-06-19,YouGov,The Economist,RV,1517,45.0,43.0,2.0,,,genconyouc499c5b3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58
2026-06-22,2026-06-19,YouGov,The Economist,A,1679,38.0,35.0,3.0,,,genconyou0df1e8df,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf#page=58
2026-06-28,2026-06-26,Big Data Poll,Public Polling Project,LV,2604,50.2,41.0,9.2,,,gen202big285b1b90,https://www.bigdatapoll.com/blog/trump-bump-voters-overwhelmingly-support-iran-peace-deal/
2026-06-29,2026-06-26,YouGov,The Economist,RV,1426,45.0,42.0,3.0,,,gen202youa37aee72,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1tbbxVr.pdf#page=58
2026-06-30,2026-06-26,Focaldata,Financial Times,RV,1795,50.0,43.0,7.0,,,gen202foc8381e6bc,https://www.focaldata.com/blog/ossoffism-and-the-gops-elite-problem
2026-07-06,2026-07-03,YouGov,The Economist,A,1602,39.0,35.0,4.0,,,supp-yg-0706-ga,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Qxo6bev.pdf#page=59
2026-07-06,2026-07-03,YouGov,The Economist,RV,1442,46.0,43.0,3.0,,,supp-yg-0706-grv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Qxo6bev.pdf#page=59
2026-07-12,2026-07-06,Morning Consult,,RV,24000,46.0,43.0,3.0,,,gen202mora1cc2932,https://pro-assets.morningconsult.com/wp-uploads/2026/08/MCPI-PI-Weekly.html#07-12-2026
2026-07-14,2026-07-06,RMG Research,Napolitan Institute,RV,2000,47.0,45.0,2.0,,,supp-rmg-0714-grv,https://napolitannews.org/assets/pdfs/6a56b1a75ef00-gcm26-0713-toplines-generic-ballot.pdf
2026-07-20,2026-07-17,YouGov,The Economist,A,1602,39.0,33.0,6.0,,,supp-yg-0720-ga,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ESdiNMa.pdf#page=9
2026-07-20,2026-07-17,YouGov,The Economist,RV,1432,46.0,41.0,5.0,,,supp-yg-0720-grv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ESdiNMa.pdf#page=9
2026-07-27,2026-07-25,YouGov,The Economist,A,1557,40.0,34.0,6.0,,,supp-yg-0727-ga,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0t0YpHo.pdf#page=57
2026-07-27,2026-07-25,YouGov,The Economist,RV,1405,46.0,42.0,4.0,,,supp-yg-0727-grv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_0t0YpHo.pdf#page=57
2026-08-03,2026-07-29,Ipsos,Reuters,A,4505,36.0,30.0,6.0,,,supp-ips-0803-ga,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-08/Reuters%20Ipsos%20August%20Large%20Sample%20Topline%208.4.26.pdf
2026-08-03,2026-07-29,Ipsos,Reuters,RV,3542,42.0,37.0,5.0,,,supp-ips-0803-grv,https://www.ipsos.com/sites/default/files/ct/news/documents/2026-08/Reuters%20Ipsos%20August%20Large%20Sample%20Topline%208.4.26.pdf
2026-08-03,2026-07-31,YouGov,The Economist,A,1607,41.0,33.0,8.0,,,supp-yg-0803-ga,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mjKhx0z.pdf#page=28
2026-08-03,2026-07-31,YouGov,The Economist,RV,1472,46.0,42.0,4.0,,,supp-yg-0803-grv,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_mjKhx0z.pdf#page=28
2026-08-16,2026-08-12,Noble Predictive Insights,The Center Square,RV,2533,47.0,42.0,5.0,,,gen202nob71129946,https://www.thecentersquare.com/polls#08-16-2026
2026-08-24,2026-08-21,Ipsos,Reuters,RV,951,41.0,35.0,6.0,,,gen202ipsc06cf7d6,https://www.ipsos.com/en-us/americans-continue-expect-extended-us-military-involvement-iran
2026-08-24,2026-08-21,Ipsos,Reuters,A,1215,35.0,29.0,6.0,,,gen202ips32a4331e,https://www.ipsos.com/en-us/americans-continue-expect-extended-us-military-involvement-iran
2026-08-24,2026-08-21,YouGov,The Economist,RV,1377,46.0,40.0,6.0,,,gen202you3f6356b0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v7iliA1.pdf#page=17
2026-08-24,2026-08-21,YouGov,The Economist,A,1534,37.0,31.0,6.0,,,gen202youc1d6d31f,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v7iliA1.pdf#page=17
